pathway,pval,padj,log2err,ES,NES,size
Meprin A complex,0.888888889,1,0.050702794,0.257421703,0.694438649,18
Mesaxon,0.819639279,1,0.05490737,0.311675683,0.723493658,11
Messenger ribonucleoprotein complex,0.275574113,0.864557346,0.117249717,0.295471835,1.100593527,77
Metallochaperone complex,0.147117296,0.761620186,0.161978949,0.670939269,1.339895241,6
Metaphase plate,0.074074074,0.712172151,0.23112671,-0.538066149,-1.472742394,19
Methane monooxygenase complex,0.201183432,0.828034634,0.135740944,0.666443769,1.255760604,5
Methionine adenosyltransferase complex,0.74749499,1,0.059221919,-0.382926937,-0.790577982,7
Methyl accepting chemotaxis protein complex,0.640159046,1,0.066284219,-0.397317027,-0.867127566,8
Methyltransferase complex,0.37854251,0.92135883,0.095287985,-0.427452291,-1.074886677,14
Microbody,0.006868195,0.26947844,0.407017919,0.561150973,1.708778117,30
Microbody lumen,0.012357268,0.375094569,0.380730401,0.72625134,1.644653309,10
Microbody membrane,0.079303675,0.712172151,0.222056046,0.584990754,1.439415944,13
Microbody part,0.001888083,0.133529535,0.455059867,0.677491153,1.859349999,20
Microfibril,0.958579882,1,0.046975873,0.274786988,0.517773127,5
Microneme,0.902691511,1,0.051951248,0.222767382,0.702813771,35
Micronucleus,0.309338521,0.892487576,0.105125132,-0.395941257,-1.097123863,20
Microprocessor complex,0.837675351,1,0.053897903,-0.3462557,-0.714867789,7
Micropyle,0.18200409,0.802789609,0.146416238,0.428063214,1.223449835,23
Microspike,0.825902335,1,0.057246114,0.232820321,0.784493718,48
Microtubule,0.235908142,0.848623355,0.128142917,0.327550772,1.123565095,51
Microtubule associated complex,0.579047619,0.999269431,0.069119846,-0.295748656,-0.921857003,34
Microtubule bundle,0.87047619,1,0.049790319,-0.240415053,-0.749380584,34
Microtubule cytoskeleton,0.777777778,1,0.064214088,0.217240241,0.857383383,116
Microtubule end,0.062880325,0.712172151,0.257206466,-0.667577105,-1.486460643,9
Microtubule minus-end,0.624513619,1,0.066436414,-0.320806209,-0.888930217,20
Microtubule organizing center,0.854684512,1,0.050805414,-0.22154616,-0.780582416,65
Microtubule organizing center part,0.116054159,0.730462436,0.181383128,-0.425260002,-1.303662048,31
Microtubule plus-end,0.254545455,0.855066398,0.120433372,-0.636754893,-1.211808799,5
Microvesicle,0.094017094,0.722792947,0.213927855,0.337103755,1.282821825,87
Microvillar actin bundle,0.643286573,1,0.066436414,-0.430886549,-0.855247322,6
Microvillus,0.167714885,0.792927708,0.155241966,0.419849537,1.251181169,28
Microvillus membrane,0.95991984,1,0.047638726,-0.270770164,-0.559022907,7
Midbody,0.709055877,1,0.059860312,-0.272754217,-0.849391335,35
Middle lamella,0.941883768,1,0.048505984,0.257096838,0.596799628,11
Mitochondrial chromosome,0.208988764,0.831289379,0.142901149,0.280772832,1.119190358,121
Mitochondrial cloud,0.126760563,0.730462436,0.176694269,0.519623611,1.350848605,16
Mitochondrial creatine kinase complex,0.435582822,0.954303397,0.087831263,0.356480938,1.018860138,23
Mitochondrial crista,0.185483871,0.809131737,0.143758989,0.415069657,1.22012551,25
Mitochondrial crista junction,0.479125249,0.964915581,0.081080206,0.51269467,1.023873815,6
Mitochondrial envelope,0.125581395,0.730462436,0.19189224,0.297028671,1.187177653,143
Mitochondrial fatty acid beta-oxidation multienzyme complex,0.910891089,1,0.049490487,-0.230374468,-0.653225277,22
Mitochondrial inner membrane,0.02746834,0.533618294,0.352487858,0.357534331,1.363517305,100
Mitochondrial inner membrane peptidase complex,0.784200385,1,0.055135176,-0.235159298,-0.833519828,67
Mitochondrial inner membrane protein insertion complex,0.381818182,0.921461634,0.094664622,-0.572206985,-1.088967619,5
Mitochondrial intermembrane space,0.612704918,1,0.069945874,0.327205866,0.898004681,20
Mitochondrial matrix,0.377398721,0.92135883,0.09854998,0.269391898,1.030468395,91
Mitochondrial membrane,0.090069284,0.720595963,0.227987203,0.307699567,1.23197449,137
Mitochondrial membrane part,0.154488518,0.771445539,0.161978949,0.357938616,1.227801516,51
Mitochondrial nucleoid,0.81,1,0.055364284,-0.284544752,-0.726927719,15
Mitochondrial outer membrane,0.455696203,0.960671121,0.087051587,0.307944982,0.994449949,39
Mitochondrial part,0.009919031,0.336093688,0.380730401,0.325544987,1.374288878,199
Mitochondrial permeability transition pore complex,0.787941788,1,0.058469321,0.234759848,0.835351862,61
Mitochondrial processing peptidase complex,0.111984283,0.730462436,0.186432558,0.575931106,1.377632558,12
Mitochondrial pyruvate dehydrogenase complex,0.370967742,0.92135883,0.096240602,0.357502613,1.050903266,25
Mitochondrial respiratory chain,0.155136268,0.771445539,0.161978949,0.403266907,1.257768166,34
Mitochondrial respiratory chain complex I,0.075819672,0.712172151,0.234392647,0.503964696,1.397943415,21
Mitochondrial respiratory chain complex III,0.694280079,1,0.061976274,0.447097183,0.842452215,5
Mitochondrial respiratory chain complex IV,0.435897436,0.954303397,0.085784441,0.55111779,1.038455218,5
Mitochondrial ribonuclease P complex,0.324055666,0.897559826,0.103576327,0.551979733,1.133772787,7
Mitochondrial sorting and assembly machinery complex,0.718811881,1,0.060509299,-0.292024322,-0.828033027,22
Mitochondrion,0.065268065,0.712172151,0.271288555,0.297488353,1.238007236,182
Mitosome,0.849484536,1,0.054568065,-0.285219173,-0.698064296,13
Mitotic checkpoint complex,0.785425101,1,0.057366743,-0.305982077,-0.769433373,14
Mitotic spindle,0.210831721,0.831289379,0.130777138,0.511971263,1.259745719,13
Mitotic spindle microtubule,0.280561122,0.864557346,0.113312908,0.50538739,1.173157202,11
Mitotic spindle pole body,0.519191919,0.971296402,0.077679856,-0.518486353,-0.986731837,5
Motile cilium,0.695906433,1,0.061302608,-0.300770185,-0.823238933,19
Mre11 complex,0.014390951,0.390076327,0.380730401,-0.521771126,-1.626375497,34
Mst2 histone acetyltransferase complex,0.004143066,0.211709482,0.407017919,-0.588483339,-1.780381381,30
Mucin granule,0.757874016,1,0.057730855,0.309400257,0.775017684,14
Mucus layer,0.097505669,0.722792947,0.216542837,0.320228888,1.240044436,104
Multimerin complex,0.711320755,1,0.058718588,-0.262244275,-0.854457393,43
Multivesicular body,0.62992126,1,0.06658921,0.35122895,0.879794511,14
Muscle cell projection,0.902636917,1,0.051011413,-0.278597752,-0.620339719,9
Muscle myosin complex,0.575150301,0.998800939,0.072003314,-0.464421722,-0.921809778,6
Muscle tendon junction,0.33611691,0.898560504,0.104343953,0.312623211,1.072360553,51
MutLalpha complex,0.635270541,1,0.067051258,-0.435953046,-0.865303583,6
MutS complex,0.484,0.967057919,0.080858915,-0.385327099,-0.984396818,15
MutSalpha complex,0.482965932,0.967057919,0.081080206,-0.48132701,-0.993731439,7
Myb complex,0.129707113,0.730462436,0.178219875,0.340437583,1.235375952,66
Mycolate outer membrane,0.247484909,0.855066398,0.12210792,0.410395025,1.157295953,22
Myelin sheath,0.774049217,1,0.062800398,0.223026597,0.854660551,97
Myofibril,0.103646833,0.72947263,0.19189224,-0.372531262,-1.29729923,61
Myofilament,0.882352941,1,0.052057003,-0.27442291,-0.630181865,10
Myosin I complex,0.881091618,1,0.050294806,-0.242648104,-0.694547385,23
Myosin II complex,0.200811359,0.828034634,0.138022242,-0.561966838,-1.25130353,9
Myosin II filament,0.274353877,0.864557346,0.114266502,0.576221056,1.183564746,7
Myosin III complex,0.139393939,0.738534435,0.168238166,-0.707878788,-1.347164746,5
Myosin V complex,0.284860558,0.864557346,0.111918316,0.432659722,1.141626729,17
Myosin VI complex,0.254302103,0.855066398,0.116739205,-0.345099026,-1.130370877,45
Myosin VII complex,0.476953908,0.964915581,0.081751558,0.470554301,0.989396451,8
Myosin X complex,0.98245614,1,0.045315244,-0.189149949,-0.541416149,23
Myosin complex,0.224899598,0.840201833,0.128788713,-0.452524516,-1.206931978,18
Myosin filament,0.109090909,0.730462436,0.19189224,-0.734894252,-1.398577899,5
Myosin phosphatase complex,0.957746479,1,0.047925897,0.221499981,0.624620221,22
NADH dehydrogenase complex,0.112704918,0.730462436,0.190023305,0.479558299,1.330242717,21
NELF complex,0.210420842,0.831289379,0.133554955,0.537825344,1.248455516,11
NF-kappaB complex,0.754684838,1,0.051218435,-0.216153493,-0.899226252,226
NF-kappaB p50/p65 complex,0.302554028,0.890825681,0.107140237,0.512810292,1.161299261,10
NMS complex,0.04035946,0.640563463,0.321775918,0.547105691,1.501511808,20
NPHP complex,0.967545639,1,0.047829963,-0.230921891,-0.514182257,9
NSL complex,0.419483101,0.943162444,0.088359444,0.510694495,1.048972427,7
Nascent polypeptide-associated complex,0.52,0.971296402,0.079770592,0.257236167,0.971562112,83
NatA complex,0.021394206,0.489541555,0.352487858,-0.714899146,-1.641686834,10
NatB complex,0.052738337,0.695239731,0.28201335,-0.670738308,-1.540276353,10
NatC complex,0.072164948,0.712172151,0.241339977,-0.588693841,-1.440808297,13
Ndc80 complex,0.278,0.864557346,0.113787262,-0.459760253,-1.174551523,15
Nematocyst,0.55666004,0.987006411,0.073255866,0.459210445,0.943223591,7
Neurofibrillary tangle,0.405253283,0.939444415,0.087051587,-0.303551267,-1.007723268,46
Neuromuscular junction,0.921052632,1,0.049991391,-0.238519726,-0.599790154,14
Neuron part,0.984899329,1,0.038320578,-0.179523309,-0.761479145,266
Neuron projection,0.949211909,1,0.041992622,-0.192138488,-0.793157295,211
Neuron projection terminus,0.453465347,0.960318328,0.083836106,-0.355328608,-1.007531912,22
Neuron spine,0.957746479,1,0.047925897,0.222730461,0.62809012,22
Neuronal cell body,0.945031712,1,0.050805414,0.192084017,0.727738755,85
Neurosecretory vesicle,0.761523046,1,0.058345278,0.331738083,0.770064565,11
Nitrate reductase complex,0.336653386,0.898560504,0.101350744,0.424543165,1.089960465,15
Nitrogenase complex,0.675298805,1,0.063784539,0.33082986,0.8493635,15
NoRC complex,0.597276265,1,0.068632563,-0.302834123,-0.916186064,30
Noc complex,0.014414348,0.390076327,0.380730401,0.601678604,1.651285195,20
Nodal receptor complex,0.903807615,1,0.050396432,0.296587286,0.623610085,8
Nonmotile primary cilium,0.854870775,1,0.052589895,0.323425262,0.664319246,7
Nrd1 complex,0.677799607,1,0.062939469,0.369251794,0.836199744,10
Nuclear MIS12/MIND complex,0.478,0.964915581,0.081526514,-0.374103566,-0.979832948,17
Nuclear RNA export factor complex,0.153846154,0.771445539,0.157402899,0.702472907,1.323649262,5
Nuclear RNA-directed RNA polymerase complex,0.996055227,1,0.045224744,0.210223552,0.396118122,5
Nuclear aryl hydrocarbon receptor complex,0.210735586,0.831289379,0.132846301,0.615039784,1.263298865,7
Nuclear body,0.064989518,0.712172151,0.257206466,0.452420125,1.411074457,34
Nuclear cap binding complex,0.448275862,0.959956076,0.085784441,-0.412382438,-1.000223977,12
Nuclear chromatin,0.736633663,1,0.059348768,-0.311317897,-0.800598829,16
Nuclear chromosome,0.942857143,1,0.046137916,-0.209807075,-0.653974644,34
Nuclear chromosome part,0.605058366,1,0.067992259,-0.300193043,-0.908195813,30
"Nuclear chromosome, telomeric region",0.223123732,0.839240952,0.130105631,-0.547131701,-1.218270869,9
Nuclear envelope,0.413333333,0.941867001,0.086794976,-0.331950126,-1.03469802,34
Nuclear envelope lumen,0.997995992,1,0.045862034,-0.20218248,-0.401302906,6
Nuclear inner membrane,0.424361493,0.945404733,0.087051587,0.456523289,1.033832912,10
Nuclear lumen,0.342013889,0.898560504,0.092259726,-0.253265692,-1.039084417,190
Nuclear matrix,0.416334661,0.941924847,0.088894529,0.385510755,1.017218289,17
Nuclear membrane,0.389830508,0.923260341,0.089436683,-0.337813121,-1.051456083,33
Nuclear outer membrane,0.367676768,0.92135883,0.09688777,-0.580093514,-1.103976478,5
Nuclear outer membrane-endoplasmic reticulum membrane network,0.726161369,1,0.070281284,0.21533761,0.927496991,241
Nuclear part,0.194395797,0.816995463,0.129442888,-0.269344348,-1.114787467,221
Nuclear pericentric heterochromatin,0.236472946,0.848623355,0.125033368,-0.584664885,-1.207079316,7
Nuclear periphery,0.177419355,0.802789609,0.147331214,0.418700354,1.230798189,25
Nuclear pore,0.417670683,0.943162444,0.089164712,-0.383306619,-1.022320338,18
Nuclear pore cytoplasmic filaments,0.543434343,0.978719207,0.075309376,-0.499683256,-0.950947645,5
Nuclear pore inner ring,0.347140039,0.899969818,0.098890301,0.589651221,1.11106264,5
Nuclear pore linkers,0.288270378,0.869585798,0.111011492,0.570832246,1.172496067,7
Nuclear pore transmembrane ring,0.011320811,0.358574386,0.380730401,-0.77376561,-1.688710637,8
Nuclear proteasome complex,0.00133203,0.12129796,0.455059867,-0.902091543,-1.79052091,6
Nuclear speck,0.073619632,0.712172151,0.237793834,0.519723087,1.410230514,19
Nucleocytoplasmic shuttling complex,0.613247863,1,0.072003314,0.271349828,0.909354402,47
Nucleoid,0.81,1,0.055364284,-0.284544752,-0.726927719,15
Nucleolar chromatin,0.073705179,0.712172151,0.234392647,0.555270803,1.425587014,15
Nucleolar preribosome,0.81010101,1,0.055826472,-0.371734915,-0.707449045,5
Nucleolus,0.342013889,0.898560504,0.092259726,-0.253265692,-1.039084417,190
Nucleolus organizer region,0.167330677,0.792927708,0.151148761,0.507011998,1.301688683,15
Nucleomorph,0.565130261,0.990889016,0.072893856,0.395933047,0.91908052,11
Nucleoplasm,1.55E-05,0.003234838,0.575610261,-0.359174919,-1.581396875,409
Nucleoplasm part,0.22406639,0.839240952,0.131457612,0.329462414,1.142448571,53
Nucleoplasmic reticulum,0.386587771,0.922942736,0.092552886,0.57141776,1.076705861,5
Occluding junction,0.950819672,1,0.049093967,0.227093472,0.623249831,20
Oligosaccharyltransferase complex,0.522862823,0.971296402,0.076476705,0.471167076,0.96778265,7
Omega speckle,0.949494949,1,0.048505984,-0.30639148,-0.583093895,5
Omegasome,0.51888668,0.971296402,0.076873673,-0.39975959,-0.946691963,11
Ooplasm,0.439490446,0.954303397,0.089436683,0.322950024,0.99587361,33
Oral apparatus,0.559837728,0.987006411,0.073990144,-0.376232111,-0.912542203,12
Organelle envelope,0.413333333,0.941867001,0.086794976,-0.331950126,-1.03469802,34
Organelle envelope lumen,0.635080645,1,0.067362387,0.301684946,0.886823433,25
Organelle inner membrane,0.010791582,0.349407434,0.380730401,0.364484884,1.426181312,111
Organelle lumen,0.342013889,0.898560504,0.092259726,-0.253265692,-1.039084417,190
Organelle membrane,0.413333333,0.941867001,0.086794976,-0.331950126,-1.03469802,34
Organelle outer membrane,0.586638831,1,0.07307444,0.277015347,0.920995342,45
Organelle part,0.069692058,0.712172151,0.216542837,-0.271644782,-1.189680024,368
Organelle subcompartment,0.596802842,1,0.064214088,-0.243632517,-0.924947729,99
Ornithine carbamoyltransferase complex,0.382591093,0.921461634,0.094664622,-0.424643755,-1.067824233,14
Orthogonal array,0.071713147,0.712172151,0.237793834,0.562540882,1.444252015,15
Other organism,0.103379722,0.72947263,0.195789002,-0.632075177,-1.379477275,8
Other organism cell,0.025034496,0.514363481,0.352487858,-0.75867409,-1.566332826,7
Other organism part,0.170340681,0.792927708,0.150169802,-0.626043756,-1.292508731,7
Outer acrosomal membrane,0.704280156,1,0.060640401,-0.302567694,-0.838392646,20
Outer dynein arm,0.93638171,1,0.048408762,-0.252784386,-0.598632159,11
Outer membrane,0.527777778,0.971296402,0.079770592,0.287411398,0.96318034,47
Oxidoreductase complex,0.02429931,0.513102827,0.352487858,0.434316214,1.463439015,48
P-TEFb complex,0.84086444,1,0.052805005,0.312380185,0.707409511,10
PAN complex,0.923847695,1,0.049391011,0.280583622,0.589960477,8
PAS complex,0.447937132,0.959956076,0.084074558,0.422452759,1.010510926,12
PCNA complex,0.035086426,0.594429333,0.321775918,0.31485645,1.298889136,177
PCSK9-LDLR complex,0.889779559,1,0.051114795,0.305648762,0.642662918,8
PET complex,0.351351351,0.902349169,0.09688777,-0.359079872,-1.07460451,29
PHA granule,0.67311412,1,0.062523741,0.336130056,0.827074545,13
PML body,0.147117296,0.761620186,0.161978949,-0.563593932,-1.334676791,11
PSI associated light-harvesting complex I,0.725646123,1,0.060248409,-0.364671147,-0.795879316,8
PSII associated light-harvesting complex II,0.789046653,1,0.057246114,-0.335315068,-0.746629339,9
PTEN phosphatase complex,0.310272537,0.893316983,0.109684062,0.312777569,1.079734941,52
Parallel actin filament bundle,0.206412826,0.831289379,0.135002034,-0.629849886,-1.250160695,6
Parallel fiber,0.642126789,1,0.067518895,0.296923596,0.888166722,27
Paranodal junction,0.611881188,1,0.068311086,-0.34458266,-0.88614396,16
Pellicle,0.451388889,0.960318328,0.092848121,0.26024294,1.011025859,107
Peptidase inhibitor complex,0.322717622,0.897559826,0.10797236,0.320371832,1.079500656,48
Peribacteroid membrane,0.043085257,0.640563463,0.321775918,0.653961189,1.518041986,11
Pericentriolar material,0.984220907,1,0.045770446,0.240503535,0.453173815,5
Perichromatin fibrils,0.218934911,0.837960494,0.129442888,0.65030303,1.225347081,5
Perikaryon,0.308447937,0.891683818,0.105920293,0.471880223,1.12874188,12
Perineuronal net,0.903563941,1,0.052482762,0.231904732,0.691092422,28
Perinuclear endoplasmic reticulum,0.591715976,1,0.069779252,0.494673706,0.932099273,5
Perinuclear region of cytoplasm,0.468531469,0.963907674,0.091107313,0.239008422,0.996188393,188
Perinuclear theca,0.604462475,1,0.070113216,-0.365942757,-0.887585616,12
Perinucleolar compartment,0.002709798,0.151852898,0.431707696,-0.788589328,-1.810908189,10
Periplasmic side of cell outer membrane,0.099009901,0.722792947,0.199915231,-0.491860681,-1.394667699,22
Periplasmic space,0.755656109,1,0.064503125,0.221678175,0.883697046,127
Perisynaptic space,0.874263261,1,0.051011413,0.29971378,0.654345169,9
Perivitelline space,0.151821862,0.771445539,0.160801401,0.429265572,1.273465887,26
Peroxisomal importomer complex,0.304518664,0.890825681,0.106729884,0.474860539,1.135870823,12
Peroxisomal matrix,0.022191296,0.489889675,0.352487858,0.727441604,1.588174888,9
Peroxisomal membrane,0.084645669,0.712172151,0.216542837,0.566955664,1.42016904,14
Peroxisomal part,0.001888083,0.133529535,0.455059867,0.677491153,1.859349999,20
Peroxisome,0.006868195,0.26947844,0.407017919,0.561150973,1.708778117,30
Pex17p-Pex14p docking complex,0.304518664,0.890825681,0.106729884,0.474860539,1.135870823,12
Phagocytic cup,0.74459725,1,0.058469321,0.358256907,0.782158486,9
Phagocytic vesicle,0.774261603,1,0.05998925,0.252494126,0.815381919,39
Phagocytic vesicle membrane,0.869565217,1,0.051530912,-0.255980543,-0.737079563,25
Phagolysosome,0.016329433,0.424856868,0.352487858,0.413944006,1.526890699,72
Phagolysosome membrane,0.435387674,0.954303397,0.086286563,0.52455737,1.047564149,6
Phosphatase complex,0.31643002,0.896962139,0.106323256,-0.462881197,-1.122707539,12
"Phosphatidylinositol 3-kinase complex, class I",0.709016393,1,0.062800398,0.271495009,0.826737818,30
"Phosphatidylinositol 3-kinase complex, class IA",0.689161554,1,0.064070375,0.310677516,0.843000676,19
"Phosphatidylinositol 3-kinase complex, class IB",0.815324165,1,0.054231594,0.333754367,0.728663719,9
"Phosphatidylinositol 3-kinase complex, class II",0.355599214,0.902627274,0.097215081,0.484583763,1.097378063,10
Phosphatidylinositol phosphate phosphatase complex,0.241090147,0.855066398,0.12687573,0.316782105,1.129863724,63
Phospholamban complex,0.329087049,0.898560504,0.106729884,0.318383144,1.072799724,48
Phosphomannomutase complex,0.194,0.816995463,0.139599673,-0.480097474,-1.257446775,17
Phosphopyruvate hydratase complex,0.385106383,0.922942736,0.097215081,0.280473319,1.032764059,74
Phosphorylase kinase complex,0.892644135,1,0.050600424,-0.272791015,-0.646010924,11
Photoreceptor inner segment,0.777777778,1,0.057730855,-0.392424242,-0.746822922,5
Photoreceptor outer segment,0.904572565,1,0.049991391,0.288991333,0.577128407,6
Photosynthetic membrane,0.790786948,1,0.054568065,-0.227908617,-0.823099197,72
Photosystem,0.880998081,1,0.049590196,-0.219822559,-0.761872702,60
Photosystem I,0.514112903,0.971296402,0.078089231,0.327424729,0.962487276,25
Photosystem II,0.641904762,1,0.064070375,-0.264439029,-0.897164242,52
Photosystem II oxygen evolving complex,0.39688716,0.928371222,0.090263548,-0.37249651,-1.045346287,21
Photosystem II reaction center,0.557956778,0.987006411,0.072535186,0.409438901,0.927206611,10
Phragmoplast,0.448207171,0.959956076,0.08479851,0.376695652,0.993958537,17
Phycobilisome,0.754639175,1,0.060118614,-0.328183213,-0.803217333,13
Pick body,0.589494163,1,0.069283647,-0.328642989,-0.910645355,20
Pigment granule,0.98125,1,0.048408762,0.182667351,0.666769935,68
Pilus,0.104255319,0.72947263,0.202071709,0.342761018,1.26212098,74
Pilus part,0.312871287,0.893316983,0.105520937,-0.438821365,-1.128492367,16
Pilus tip,0.523046092,0.971296402,0.076873673,-0.487234753,-0.967090336,6
Pinosome,0.119305857,0.730462436,0.190023305,0.401186672,1.305225478,42
Pituitary gonadotropin complex,0.771855011,1,0.060640401,0.244847427,0.814646649,46
Plasma lipoprotein particle,0.229755179,0.848213052,0.12267919,-0.380857198,-1.185432396,33
Plasma membrane,0.294217687,0.879315211,0.099927697,-0.248725534,-1.060632192,288
Plasma membrane light-harvesting complex,0.336820084,0.898560504,0.104343953,0.33336789,1.085052703,40
Plasma membrane protein complex,0.789351852,1,0.063500797,0.21834063,0.863806805,119
Plasma membrane raft,0.955598456,1,0.046137916,-0.207620462,-0.621337765,29
Plasma membrane receptor complex,0.223849372,0.839240952,0.132147261,0.363561869,1.18332869,40
Plasma membrane region,0.105140187,0.72947263,0.211400189,0.285546759,1.188174464,186
Plasma membrane-derived chromatophore,0.282700422,0.864557346,0.116234149,0.351979683,1.136651669,39
Plasmodesma,0.779497099,1,0.05559471,0.30290973,0.745333308,13
Plastid,0.962264151,1,0.055021112,0.183099049,0.7622619,185
Plastid chromosome,0.743538767,1,0.05909548,0.387903092,0.774659543,6
Plastid envelope,0.988527725,1,0.044152306,-0.174545636,-0.614983594,65
Plastid inner membrane,0.974947808,1,0.04879897,0.185661891,0.636857664,51
Plastid membrane,0.729366603,1,0.058345278,-0.246221192,-0.852888924,59
Plastid nucleoid,0.743538767,1,0.05909548,0.387903092,0.774659543,6
Plastid outer membrane,0.84103512,1,0.049991391,-0.235582916,-0.768574193,42
Plastid part,0.958525346,1,0.054120057,0.191287853,0.750422235,113
Plastid ribosome,0.909266409,1,0.048408762,-0.232496995,-0.695784807,29
Plastid stroma,0.641651032,1,0.063359701,-0.268085373,-0.889984321,46
Plastid thylakoid,0.802,1,0.055826472,-0.288827428,-0.756482043,17
Plastid thylakoid membrane,0.748478702,1,0.059731798,-0.329228162,-0.798535221,12
Plastoglobule,0.987975952,1,0.046322779,0.186090113,0.431971515,11
Platelet alpha granule,0.0412038,0.640563463,0.321775918,0.3917464,1.401565876,64
Platelet alpha granule lumen,0.001722653,0.133529535,0.455059867,0.516898627,1.741702456,48
Platelet alpha granule membrane,0.050709939,0.695239731,0.287857117,-0.685508881,-1.526388434,9
Platelet dense granule,0.175298805,0.802789609,0.147331214,0.500093117,1.283925338,15
Platelet dense granule lumen,0.092184369,0.720595963,0.208955028,0.610086442,1.416195412,11
Platelet dense tubular network,0.485207101,0.967057919,0.07998588,0.529319298,0.997380953,5
Podocyte foot,0.040799234,0.640563463,0.321775918,0.434959102,1.457645937,47
Podosome,0.878350515,1,0.053021251,-0.270788294,-0.662745208,13
Polar microtubule,0.294589178,0.879315211,0.110122264,-0.593688043,-1.178384682,6
Polar tube,0.703777336,1,0.061705405,0.39812373,0.817750768,7
Polarisome,0.75944334,1,0.058098358,-0.352236929,-0.768742163,8
Pollen coat,0.98582996,1,0.046881986,-0.196890567,-0.495107996,14
Pollen tube,0.994152047,1,0.044774889,-0.158108843,-0.463947211,27
Pollen tube tip,0.864440079,1,0.051530912,0.302113477,0.684159741,10
Pollen wall,0.825049702,1,0.054231594,-0.30051246,-0.711659552,11
Polycystin complex,0.302231237,0.890825681,0.109250039,-0.501769458,-1.152258073,10
Polyhedral organelle,0.402750491,0.935897074,0.089986079,0.490116474,1.070038711,9
Polyketide synthase complex,0.343570058,0.898560504,0.097877328,-0.304127706,-1.054061958,60
Polymeric cytoskeletal fiber,0.129432624,0.730462436,0.163180127,-0.32178809,-1.225508935,102
Polysome,0.344129555,0.898560504,0.100990587,-0.441598792,-1.110459968,14
Polytene chromosome,0.241779497,0.855066398,0.120985142,-0.379710833,-1.164028125,31
Pore complex,0.070993915,0.712172151,0.241339977,-0.610960654,-1.481870805,12
Postsynapse,0.949438202,1,0.045044277,-0.194262103,-0.706407842,73
Postsynaptic cytoskeleton,0.955375254,1,0.048408762,-0.240158449,-0.551497321,10
Postsynaptic density,0.566160521,0.990889016,0.076873673,0.286737238,0.932874331,42
Postsynaptic membrane,0.988188976,1,0.045496781,-0.173259683,-0.503307419,26
Postsynaptic specialization,0.994382022,1,0.042931109,-0.173671308,-0.561199554,41
Potassium channel complex,0.503006012,0.969659564,0.078920964,-0.498863389,-0.990171492,6
Preprophase band,0.412825651,0.941867001,0.089710465,0.445471846,1.034075076,11
Preribosome,0.350912779,0.902349169,0.099927697,-0.492787661,-1.097265707,9
Presynapse,0.175908222,0.802789609,0.143758989,-0.375143006,-1.227890077,44
Presynaptic active zone cytoplasmic component,0.35261194,0.902349169,0.094664622,-0.347423936,-1.079389703,32
Presynaptic cytoskeleton,0.371373308,0.92135883,0.093746542,-0.347544329,-1.065419626,31
Presynaptic density,0.58019802,0.999269431,0.070960946,-0.325051974,-0.921682717,22
Presynaptic periactive zone,0.941883768,1,0.048505984,-0.28911423,-0.596895446,7
Primary cell wall,0.643968872,1,0.064940768,-0.302807221,-0.870843981,24
Primary cilium,0.854870775,1,0.052589895,0.323425262,0.664319246,7
Primary lysosome,0.432220039,0.954303397,0.086034724,0.42649499,1.020179981,12
Primosome complex,0.166332665,0.792927708,0.152144922,-0.660456535,-1.310910456,6
Proplastid,0.541666667,0.977953325,0.074550078,0.343185038,0.925799772,18
Prospore contractile ring,0.169772257,0.792927708,0.153158809,0.388706407,1.235742896,36
Prospore membrane,0.812749004,1,0.055021112,0.288229143,0.739991589,15
Protease inhibitor complex,0.139908257,0.73857366,0.179782316,0.292925914,1.177063254,141
Proteasome accessory complex,2.94E-07,0.000142814,0.67496286,-0.813017361,-2.327152248,23
Proteasome activator complex,0.019520253,0.466246052,0.352487858,-0.441755278,-1.498746388,52
Proteasome complex,1.03E-09,1.50E-06,0.788186811,-0.742588206,-2.47647677,47
Proteasome core complex,0.008709077,0.309490872,0.380730401,-0.646728075,-1.693877132,17
"Proteasome core complex, alpha-subunit complex",0.017839056,0.433191732,0.352487858,-0.814792361,-1.617244693,6
Proteasome regulatory particle,7.14E-07,0.000259935,0.659444398,-0.821167299,-2.275393696,20
"Proteasome regulatory particle, base subcomplex",4.86E-05,0.007872014,0.557332239,-0.906278435,-1.97791426,8
"Proteasome regulatory particle, lid subcomplex",0.112224449,0.730462436,0.188204146,-0.693081223,-1.37566573,6
Proteasome storage granule,0.976190476,1,0.046415496,0.197363998,0.532422817,18
Protein C inhibitor-thrombin complex,0.163708087,0.789810207,0.152144922,0.696077528,1.311598634,5
Protein N-acetylglucosaminyltransferase complex,0.235756385,0.848623355,0.123842171,0.562289291,1.227608823,9
Protein acetyltransferase complex,0.028932039,0.535168238,0.352487858,-0.790373407,-1.568776609,6
Protein body,0.812741313,1,0.053566938,-0.258792629,-0.774478741,29
Protein complex involved in cell adhesion,0.033112195,0.574338908,0.321775918,0.562586117,1.517671349,18
Protein complex involved in cell-cell adhesion,0.748858447,1,0.06538342,0.222241074,0.892302701,142
Protein complex involved in cell-matrix adhesion,1,1,0.047638726,0.149812458,0.561039008,79
Protein farnesyltransferase complex,0.17693837,0.802789609,0.146416238,0.644879774,1.324590552,7
Protein kinase CK2 complex,0.101338432,0.727340372,0.193813303,-0.362567298,-1.295026566,69
