pathway,pval,padj,log2err,ES,NES,size
laminin-5 complex,0.776150628,1,0.059476029,0.23275895,0.844632979,66
laminin-6 complex,0.743589744,1,0.058718588,0.415263342,0.782468634,5
laminin-8 complex,0.661885246,1,0.06613262,0.309827829,0.859428798,21
light-harvesting complex,0.849372385,1,0.055249566,0.23241691,0.756475364,40
"light-harvesting complex, core complex",0.083690987,0.712172151,0.227987203,0.444175004,1.355285463,32
"light-harvesting complex, peripheral complex",0.111111111,0.730462436,0.186432558,-0.456818734,-1.340467576,27
low-density lipoprotein particle,0.578093306,0.999269431,0.072357085,-0.40189193,-0.922900376,10
m-AAA complex,0.952475248,1,0.047448319,-0.237248471,-0.610118628,16
mRNA cleavage stimulating factor complex,0.24501992,0.855066398,0.12210792,0.455815679,1.202726613,17
mRNA editing complex,0.491902834,0.969449162,0.08063885,0.330996006,0.981937873,26
membrane-enclosed lumen,0.342013889,0.898560504,0.092259726,-0.253265692,-1.039084417,190
methylcrotonoyl-CoA carboxylase complex,0.26640159,0.85873256,0.116234149,0.583610715,1.198743192,7
micropexophagy-specific membrane apparatus,0.825147348,1,0.05367696,0.327462988,0.714928168,9
monolayer-surrounded lipid storage body,0.472111554,0.963907674,0.08197788,0.372089538,0.98180473,17
nitric-oxide synthase complex,0.986641221,1,0.044152306,-0.176450054,-0.624642992,66
non-membrane-bounded organelle,0.139344262,0.738534435,0.150169802,-0.258623516,-1.132600212,374
nucleolus-like body,0.709233792,1,0.060771945,0.344103914,0.823099761,12
nucleotide-excision repair factor 2 complex,0.486868687,0.967057919,0.081080206,-0.528242285,-1.005298359,5
nucleotide-excision repair factor 3 complex,0.337917485,0.898560504,0.100279107,0.496862104,1.125183333,10
piccolo-bassoon transport vesicle,0.230769231,0.848213052,0.125639921,0.642423804,1.210500483,5
plant-type cell wall,0.935146444,1,0.050805414,0.197573897,0.706867586,64
plant-type vacuole,0.510548523,0.971296402,0.080858915,0.295119286,0.953031794,39
plant-type vacuole membrane,0.770386266,1,0.061036373,0.263794801,0.804901798,32
plastid-encoded plastid RNA polymerase complex,0.042461907,0.640563463,0.321775918,0.391352916,1.400158092,64
plastid-encoded plastid RNA polymerase complex A,0.087682672,0.712172151,0.219250347,0.407356936,1.354343158,45
plastid-encoded plastid RNA polymerase complex B,0.328512397,0.898560504,0.105125132,0.303702283,1.060533116,55
platelet-derived growth factor complex,0.566513761,0.990889016,0.079770592,0.245237134,0.953392993,108
post-anaphase microtubule array,0.336633663,0.898560504,0.100990587,-0.383423919,-1.087195979,22
pre-B cell receptor complex,0.588693957,1,0.069448144,-0.312391509,-0.916667066,27
pre-T cell receptor complex,0.990253411,1,0.044954307,-0.172724231,-0.506833923,27
pre-autophagosomal structure,0.038867192,0.629216659,0.321775918,-0.780421503,-1.549023523,6
pre-primosome complex,0.326572008,0.897764936,0.104343953,-0.458565564,-1.112240072,12
pre-replicative complex,0.557504873,0.987006411,0.072179797,-0.337307727,-0.923245942,19
"preribosome, large subunit precursor",0.421471173,0.943292625,0.088094501,-0.475721541,-1.038242094,8
procollagen-proline 4-dioxygenase complex,0.868787276,1,0.051845762,0.326696272,0.65242683,6
protein-DNA complex,0.685598377,1,0.063927193,-0.373015818,-0.830575716,9
protein-carbohydrate complex,0.72659176,1,0.057366743,-0.254874164,-0.849986495,47
protein-lipid complex,0.260115607,0.85873256,0.115734448,-0.367950773,-1.145845523,35
proton-transporting V-type ATPase complex,0.260437376,0.85873256,0.117765788,0.589193326,1.21020994,7
proton-transporting two-sector ATPase complex,0.132264529,0.731850503,0.172324345,0.652557217,1.372079254,8
"proton-transporting two-sector ATPase complex, catalytic domain",0.74556213,1,0.058593757,0.413727715,0.779575097,5
pyrophosphate-dependent phosphofructokinase complex,0.72972973,1,0.058593757,-0.281087934,-0.841201039,29
"retromer, cargo-selective complex",0.208416834,0.831289379,0.134273453,0.600199014,1.261989897,8
ribonucleoside-diphosphate reductase complex,0.715835141,1,0.065087757,0.26483725,0.861624651,42
senescence-associated heterochromatin focus,0.988394584,1,0.04468544,0.197481912,0.485919839,13
serine-type peptidase complex,0.218436874,0.837960494,0.130777138,-0.626564255,-1.243639194,6
serine/threonine protein kinase complex,0.332007952,0.898560504,0.102080108,-0.470740475,-1.114785575,11
serotonin-activated cation-selective channel complex,0.844930417,1,0.053129805,0.341808074,0.682605763,6
single-stranded DNA-binding protein complex,0.273584906,0.864557346,0.111011492,-0.354430632,-1.116647352,37
skein-like inclusion,0.713717694,1,0.061036373,-0.344615836,-0.816103105,11
spectrin-associated cytoskeleton,0.0023266,0.141244033,0.431707696,-0.900190983,-1.713154254,5
sub-surface cisterna,0.548323471,0.981458597,0.073621274,0.508371145,0.957908957,5
succinate-CoA ligase complex,0.489065606,0.968163843,0.07998588,0.483007615,0.992103255,7
sucrase-isomaltase complex,0.256147541,0.855066398,0.120985142,0.423620759,1.162611871,20
tRNA-intron endonuclease complex,0.917835671,1,0.049690139,-0.312524935,-0.645228395,7
tetraspanin-enriched microdomain,0.212121212,0.831289379,0.133554955,-0.659393939,-1.254893188,5
trans-Golgi network,0.912133891,1,0.051951248,0.209963705,0.739550945,58
trans-Golgi network membrane,0.645224172,1,0.064940768,-0.318188451,-0.870914518,19
trans-Golgi network transport vesicle,0.949392713,1,0.048603425,-0.224855667,-0.565430027,14
trans-Golgi network transport vesicle membrane,0.917835671,1,0.049690139,-0.309341199,-0.613997426,6
triglyceride-rich lipoprotein particle,0.501992032,0.969659564,0.078711381,0.361637973,0.954226971,17
very-low-density lipoprotein particle,0.647410359,1,0.065831196,0.327293973,0.863606037,17
voltage-gated calcium channel complex,0.071005917,0.712172151,0.237793834,0.779302332,1.468416712,5
voltage-gated potassium channel complex,0.503006012,0.969659564,0.078920964,-0.498863389,-0.990171492,6
voltage-gated sodium channel complex,0.768442623,1,0.058969447,0.283569215,0.786590252,21
